,Full Name,Abbreviation,smiles,Concentration (umol/mL),C atom,H atom,N atom,F atom,O atom,Ipc,Molecular weight,Hydrogen bond donor,Hydrogen bond acceptor,Rotatable bond,Complexity,MolLogP
304,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,16.58925017,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
305,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,20.73656271,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
306,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,24.88387525,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
307,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,29.03118779,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
308,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,33.17850033,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
309,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,37.32581287,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
310,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,41.47312541,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
311,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,45.62043796,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
312,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,49.7677505,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
313,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,53.91506304,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
314,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,58.06237558,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
315,Cyclohexylmethylammonium iodide,CHMAI,[I-].[NH3+]CC1CCCCC1,62.20968812,7,16,1,0,0,91.36757728,241.12,1,0,1,59.94,-2.19
316,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,4.364810895,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
317,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,8.729621789,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
318,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,13.09443268,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
319,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,17.45924358,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
320,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,21.82405447,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
321,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,26.18886537,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
322,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,30.55367626,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
323,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,34.91848716,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
324,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,39.28329805,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
325,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,43.64810895,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
326,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,48.01291984,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
327,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,52.37773073,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
328,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,56.74254163,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
329,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,61.10735252,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
330,Dipropylammonium iodide,DipI,[I-].CCC[NH2+]CCC,65.47216342,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.6262
331,Ethylammonium iodide,EAI,[I-].CC[NH3+],5.780346821,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
332,Ethylammonium iodide,EAI,[I-].CC[NH3+],11.56069364,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
333,Ethylammonium iodide,EAI,[I-].CC[NH3+],17.34104046,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
334,Ethylammonium iodide,EAI,[I-].CC[NH3+],23.12138728,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
335,Ethylammonium iodide,EAI,[I-].CC[NH3+],28.9017341,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
336,Ethylammonium iodide,EAI,[I-].CC[NH3+],34.68208092,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
337,Ethylammonium iodide,EAI,[I-].CC[NH3+],40.46242775,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
338,Ethylammonium iodide,EAI,[I-].CC[NH3+],46.24277457,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
339,Ethylammonium iodide,EAI,[I-].CC[NH3+],52.02312139,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
340,Ethylammonium iodide,EAI,[I-].CC[NH3+],57.80346821,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
341,Ethylammonium iodide,EAI,[I-].CC[NH3+],63.58381503,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
342,Ethylammonium iodide,EAI,[I-].CC[NH3+],69.36416185,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
343,Ethylammonium iodide,EAI,[I-].CC[NH3+],75.14450867,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
344,Ethylammonium iodide,EAI,[I-].CC[NH3+],80.92485549,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
345,Ethylammonium iodide,EAI,[I-].CC[NH3+],86.70520231,2,8,1,0,0,2.754887502,173,1,0,0,6,-3.75
346,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,5.348165579,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
347,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,10.69633116,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
348,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,16.04449674,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
349,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,21.39266232,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
350,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,26.7408279,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
351,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,32.08899348,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
352,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,37.43715905,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
353,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,42.78532463,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
354,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,48.13349021,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
355,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,53.48165579,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
356,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,58.82982137,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
357,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,64.17798695,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
358,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,69.52615253,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
359,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,74.87431811,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
360,Guanidinium iodide,GAI,[I-].NC([NH3+])=N,80.22248369,1,6,3,0,0,3.245112498,186.98,3,1,0,29.87,-4.87
361,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],4.364810895,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
362,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],8.729621789,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
363,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],13.09443268,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
364,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],17.45924358,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
365,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],21.82405447,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
366,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],26.18886537,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
367,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],30.55367626,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
368,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],34.91848716,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
369,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],39.28329805,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
370,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],43.64810895,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
371,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],48.01291984,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
372,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],52.37773073,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
373,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],56.74254163,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
374,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],61.10735252,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
375,Hexylammonium iodide,HAI,[I-].CCCCCC[NH3+],65.47216342,6,16,1,0,0,35.50960993,229.105,1,0,4,27.70950594,-2.1874
376,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],4.973862353,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
377,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],9.947724707,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
378,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],14.92158706,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
379,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],19.89544941,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
380,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],24.86931177,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
381,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],29.84317412,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
382,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],34.81703647,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
383,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],39.79089883,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
384,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],44.76476118,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
385,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],49.73862353,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
386,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],54.71248589,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
387,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],59.68634824,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
388,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],64.66021059,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
389,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],69.63407295,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
390,i-Butylammonium iodide,i-BAI,[I-].CC(C)C[NH3+],74.6079353,4,12,1,0,0,9.651484454,201.051,1,0,1,21.509775,-3.1117
391,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],4.973887093,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
392,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],9.947774186,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
393,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],14.92166128,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
394,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],19.89554837,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
395,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],24.86943546,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
396,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],29.84332256,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
397,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],34.81720965,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
398,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],39.79109674,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
399,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],44.76498383,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
400,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],49.73887093,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
401,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],54.71275802,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
402,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],59.68664511,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
403,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],64.66053221,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
404,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],69.6344193,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
405,n-Butylammonium iodide,n-BAI,[I-].CCCC[NH3+],74.60830639,4,12,1,0,0,11.2451125,201.05,1,0,2,15.02,-2.97
406,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,3.688675765,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
407,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,7.377351531,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
408,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,11.0660273,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
409,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,14.75470306,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
410,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,18.44337883,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
411,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,22.13205459,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
412,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,25.82073036,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
413,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,29.50940612,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
414,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,33.19808189,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
415,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,36.88675765,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
416,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,40.57543342,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
417,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,44.26410918,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
418,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,47.95278495,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
419,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,51.64146072,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
420,naphthalen-1-aminium iodide,NMAI,[I-].[NH3+]Cc1cccc2ccccc12,55.33013648,10,10,1,0,0,505.763735,271.1,1,0,0,379,-1.28
421,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,3.688675765,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
422,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,7.377351531,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
423,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,11.0660273,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
424,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,14.75470306,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
425,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,18.44337883,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
426,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,22.13205459,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
427,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,25.82073036,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
428,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,29.50940612,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
429,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,33.19808189,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
430,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,36.88675765,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
431,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,40.57543342,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
432,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,44.26410918,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
433,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,47.95278495,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
434,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,51.64146072,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
435,naphthalen-2-aminium iodide,2NMAI,[I-].[NH3+]c1ccc2ccccc2c1,55.33013648,10,10,1,0,0,487.852973,271.1,1,0,0,384.25,-1.28
436,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],3.888629647,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
437,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],7.777259294,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
438,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],11.66588894,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
439,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],15.55451859,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
440,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],19.44314823,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
441,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],23.33177788,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
442,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],27.22040753,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
443,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],31.10903718,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
444,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],34.99766682,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
445,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],38.88629647,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
446,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],42.77492612,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
447,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],46.66355576,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
448,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],50.55218541,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
449,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],54.44081506,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
450,Octylammonium iodide,OAI,[I-].CCCCCCCC[NH3+],58.3294447,8,20,1,0,0,103.687916,257.16,1,0,6,42.52,-1.41
451,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,4.693469507,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
452,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,9.386939013,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
453,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,14.08040852,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
454,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,18.77387803,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
455,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,23.46734753,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
456,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,28.16081704,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
457,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,32.85428655,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
458,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,37.54775605,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
459,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,42.24122556,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
460,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,46.93469507,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
461,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,51.62816457,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
462,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,56.32163408,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
463,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,61.01510358,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
464,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,65.70857309,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
465,piperidin-1-ium iodide,C5H12IN,[I-].C1CC[NH2+]CC1,70.4020426,5,12,1,0,0,34.39946188,213.062,1,0,0,23.55161898,-3.2623
466,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],5.346907349,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
467,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],10.6938147,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
468,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],16.04072205,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
469,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],21.3876294,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
470,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],26.73453674,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
471,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],32.08144409,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
472,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],37.42835144,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
473,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],42.77525879,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
474,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],48.12216614,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
475,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],53.46907349,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
476,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],58.81598084,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
477,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],64.16288819,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
478,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],69.50979553,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
479,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],74.85670288,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
480,propan-1-aminium iodide,n-PrNH3I,[I-].CCC[NH3+],80.20361023,3,10,1,0,0,6.854752972,187.024,1,0,1,8.854752972,-3.3577
